trial,variant,scan_threads,scan_units,scan_resident,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
2,warp256_static,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.792480,0.253645,0.254265,0.000620,0,0,0,0,0,7,natural,natural,"",0.734048,3942.521285,561.743221,4134033198.674595,fused,shoup,-1
2,warp256_static_io,128,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.782528,0.227226,0.227717,0.000491,0,0,0,0,0,7,natural,natural,"",0.718976,4400.912829,578.459468,4614691571.034697,fused,shoup,-1
2,warp256_static_io,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.781568,0.232960,0.233437,0.000477,0,0,0,0,0,7,natural,natural,"",0.725696,4292.582131,574.638656,4501098600.935083,fused,shoup,-1
2,warp256_static_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","128+128","4+4","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.795456,0.203315,0.203885,0.000569,0,0,0,0,0,7,natural,natural,"",0.725472,4918.471095,579.964597,5157390747.420470,fused,shoup,-1
2,warp256_static_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.784288,0.250214,0.250715,0.000501,0,0,0,0,0,7,natural,natural,"",0.719296,3996.572573,570.190975,4190710082.113894,fused,shoup,-1
2,warp256_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","4+4","1+1","0+0","0+0","11+9","full-scratch","1",8,0,3,20,0.782240,0.176640,0.177151,0.000511,0,0,0,0,0,7,natural,natural,"",0.727808,5661.231758,592.877885,5936231752.334338,fused,shoup,-1
2,warp256_static_io_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.787584,0.229734,0.230248,0.000513,0,0,0,0,0,7,natural,natural,"",0.718528,4352.852857,576.087848,4564297036.913673,fused,shoup,-1
3,v06,256,4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.780960,0.147610,0.148171,0.000561,0,0,0,0,0,7,natural,natural,"",0.726880,6774.626831,604.065490,7103711104.434694,fused,shoup,-1
3,warp1024,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp-radix2-10x10","experimental",0.000000,"eight dependency-closed warp-register subgraphs per persistent CTA role",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp-radix2+homogeneous-warp-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.787936,0.442266,0.442737,0.000472,0,0,0,0,0,7,natural,natural,"",0.728928,2261.084742,510.430754,2370919194.439935,fused,shoup,-1
3,warp256,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-radix2-10x10","experimental",0.000000,"two independent four-warp subgraphs with an eight-stage register prefix",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-radix2+homogeneous-warp256-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.782144,0.300698,0.301238,0.000541,0,0,0,0,0,7,natural,natural,"",0.724480,3325.600261,553.304964,3487144619.213762,fused,shoup,-1
3,warp256,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-radix2-10x10","experimental",0.000000,"two independent four-warp subgraphs with an eight-stage register prefix",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-radix2+homogeneous-warp256-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.782208,0.357530,0.358052,0.000522,0,0,0,0,0,7,natural,natural,"",0.756512,2796.971368,527.356738,2932837048.784908,fused,shoup,-1
3,warp256_static,128,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.785760,0.233267,0.233821,0.000554,0,0,0,0,0,7,natural,natural,"",0.725088,4286.928995,573.356621,4495170858.358771,fused,shoup,-1
3,warp256_static,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.780832,0.253542,0.254020,0.000477,0,0,0,0,0,7,natural,natural,"",0.721568,3944.113591,569.494771,4135702853.272377,fused,shoup,-1
3,warp256_static_io,128,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.783008,0.227277,0.227883,0.000607,0,0,0,0,0,7,natural,natural,"",0.719744,4399.921113,578.025057,4613651681.483067,fused,shoup,-1
3,warp256_static_io,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.782304,0.232653,0.233155,0.000502,0,0,0,0,0,7,natural,natural,"",0.728768,4298.250196,573.484993,4507041997.879468,fused,shoup,-1
3,warp256_static_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","128+128","4+4","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.800480,0.208230,0.208817,0.000587,0,0,0,0,0,7,natural,natural,"",0.750848,4802.372617,568.324413,5035652669.134183,fused,shoup,-1
3,warp256_static_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.802272,0.250061,0.250553,0.000492,0,0,0,0,0,7,natural,natural,"",0.747296,3999.027489,555.670149,4193284247.990382,fused,shoup,-1
3,warp256_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","4+4","1+1","0+0","0+0","11+9","full-scratch","1",8,0,3,20,0.784704,0.176384,0.176919,0.000535,0,0,0,0,0,7,natural,natural,"",0.746368,5669.448413,585.666621,5944847538.818257,fused,shoup,-1
3,warp256_static_io_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,0.783104,0.229837,0.230412,0.000576,0,0,0,0,0,7,natural,natural,"",0.723648,4350.913500,575.841556,4562263474.001896,fused,shoup,-1
1,v06,256,4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,3,20,2.816064,0.349952,0.350504,0.000552,0,0,0,0,0,7,natural,natural,"",2.603520,11430.138589,693.296676,11985369000.817461,fused,shoup,-1
