trial,variant,scan_data_time,roles,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
2,data-time,2,7-11-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.832000,0.223386,0.223879,0.000493,7,11,4,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.719008,4476.564246,563.572802,4694017830.626247,fused,shoup,-1
2,data-time,4,6-12-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.790368,0.176486,0.176956,0.000469,6,12,4,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.731680,5666.158891,588.742860,5941398224.798422,fused,shoup,-1
2,data-time,4,6-11-5,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.785312,0.218317,0.218783,0.000466,6,11,5,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.723104,4580.499669,579.128401,4803002020.454588,fused,shoup,-1
2,data-time,4,7-11-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.783872,0.222874,0.223346,0.000472,7,11,4,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.709056,4486.848184,582.817958,4704801321.570920,fused,shoup,-1
2,data-time,8,6-12-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","8+8+8","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.788352,0.176691,0.177168,0.000477,6,12,4,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.724640,5659.591285,591.826908,5934511590.987207,fused,shoup,-1
2,data-time,8,6-11-5,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","8+8+8","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.795872,0.218675,0.219085,0.000410,6,11,5,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.716928,4572.992042,577.542206,4795129703.361319,fused,shoup,-1
2,data-time,8,7-11-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","8+8+8","2+2+2","1+1+1","8+6+6","ring+ring","2+2",8,0,3,20,0.791904,0.222976,0.223449,0.000473,7,11,4,8,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",0.719552,4484.787618,576.557644,4702640661.564085,fused,shoup,-1
1,v06,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,3,20,2.826912,0.350003,0.350457,0.000454,0,0,0,0,0,natural,natural,"",2.607232,11428.467498,691.545332,11983616735.684925,fused,shoup,-1
1,writer-final,1,6-12-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","1+1+1","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.820896,0.514355,0.514795,0.000439,6,12,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.611168,7776.727318,672.673755,8154489624.094611,fused,shoup,-1
1,data-time,1,6-12-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","1+1+1","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.832224,0.512922,0.513383,0.000462,6,12,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.605984,7798.462291,672.141314,8177280394.810837,fused,shoup,-1
