trial,family,label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
1,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,30,2.804032,0.271223,2.629024,14747.985386,701.227899,15464383523.921434,fused,shoup,natural,-1
1,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,2.810784,0.349833,2.616256,11434.042298,692.416166,11989462336.650074,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep1-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.808096,2.435891,2.611392,1642.109500,509.205214,1721876610.759383,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep1-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.805248,2.043665,2.616320,1957.267784,535.817161,2052344023.960560,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.799744,1.354786,2.609408,2952.495475,591.371481,3095915895.247506,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.799168,1.272832,2.605984,3142.598463,598.983156,3295253325.898737,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep1-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.799936,2.206037,2.611072,1813.205983,525.138001,1901284276.756711,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep1-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.796928,2.010658,2.608608,1989.398470,539.360219,2086035490.024736,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.803104,1.351373,2.613856,2959.952936,590.987485,3103735610.184669,fused,shoup,natural,-1
1,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.813600,1.268531,2.617024,3153.253140,597.090211,3306425564.612148,fused,shoup,natural,-1
2,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,30,0.789184,0.083183,0.752800,12021.697103,615.321420,12605663061.767956,fused,shoup,natural,-1
2,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,0.782400,0.136363,0.760416,7333.386004,595.529252,7689612562.896679,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,0.771072,0.579994,0.731168,1724.156940,480.253524,1807909587.021172,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,0.786304,0.535689,0.740576,1866.756452,484.832372,1957436013.417063,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,0.780960,0.365909,0.737504,2732.917632,530.680402,2865671838.664642,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,0.788320,0.351471,0.739552,2845.185378,532.100853,2983393103.065034,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,0.777536,0.583851,0.735008,1712.766691,477.009420,1795966045.290902,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,0.777248,0.539853,0.743360,1852.356798,485.328329,1942336881.301087,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,0.774976,0.393591,0.733184,2540.705510,525.831068,2664122820.399103,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,0.785824,0.373965,0.740704,2674.048563,526.179319,2803943145.906784,fused,shoup,natural,-1
2,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,30,2.805920,0.252518,2.617472,15840.430746,704.732784,16609895510.082186,fused,shoup,natural,-1
2,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,2.811424,0.319386,2.616352,12524.046633,695.995731,13132414721.791819,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.813632,2.244710,2.611680,1781.967217,521.510873,1868528056.293167,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.809056,1.941948,2.607520,2059.787708,543.587285,2159843956.167614,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.799360,1.287748,2.607392,3106.197272,597.505386,3257083910.295244,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td4-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.798400,1.211529,2.608320,3301.614340,604.389518,3461993558.307270,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.806112,2.097357,2.617024,1907.162390,531.880039,1999804710.133237,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep1-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.799808,1.914334,2.607808,2089.499730,546.302559,2190999268.481006,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti1-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,5,30,2.804672,1.285496,2.606272,3111.640561,597.332358,3262791612.981218,fused,shoup,natural,-1
2,appt,appt-us7-rs2-rep2-td8-ti2-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","2+2+2","2+2+2","6+6+8","ring+ring","2+2",8,0,5,30,2.799744,1.207194,2.607200,3313.470148,604.765180,3474425274.165239,fused,shoup,natural,-1
3,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,5,30,0.777952,0.079701,0.738592,12546.841399,626.470099,13156316767.146051,fused,shoup,natural,-1
