label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
aggregate_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","7+13","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,10.879392,1.086771,1.086963,0.000192,0,0,0,0,0,7,natural,natural,"",10.114016,14722.511070,724.631827,15437671767.492273,fused,shoup,-1
per_packet_interleaved_rows_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","7+13","full-scratch","1",4,per-packet,interleaved-rows,0,10,50,10.877920,1.155400,1.155568,0.000168,0,0,0,0,0,7,natural,natural,"",10.113120,13848.021836,722.463749,14520703344.838606,fused,shoup,-1
wave_bitmap_interleaved_rows_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","7+13","full-scratch","1",16,wave-bitmap,interleaved-rows,0,10,50,10.884704,1.140920,1.141146,0.000226,0,0,0,0,0,7,natural,natural,"",10.128992,14023.766832,722.197126,14704985329.266630,fused,shoup,-1
per_packet_warp_rows_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","7+13","full-scratch","1",4,per-packet,warp-rows,0,10,50,10.876384,1.149317,1.149498,0.000181,0,0,0,0,0,7,natural,natural,"",10.120640,13921.309766,722.466984,14597551309.413347,fused,shoup,-1
wave_bitmap_warp_rows_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","7+13","full-scratch","1",16,wave-bitmap,warp-rows,0,10,50,10.884480,1.138647,1.138820,0.000173,0,0,0,0,0,7,natural,natural,"",10.112256,14051.765436,722.824613,14734343993.849867,fused,shoup,-1
aggregate_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,21.620960,2.426409,2.426571,0.000162,0,0,0,0,0,7,natural,natural,"",35.085793,13188.213495,541.151514,13828844154.214901,fused,shoup,-1
per_packet_interleaved_rows_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,21.619871,2.524221,2.524410,0.000189,0,0,0,0,0,7,natural,natural,"",35.005630,12677.176314,540.999997,13292982830.393095,fused,shoup,-1
wave_bitmap_interleaved_rows_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,0,10,50,21.618879,2.442076,2.442246,0.000170,0,0,0,0,0,7,natural,natural,"",34.868160,13103.604187,543.025287,13740124863.716890,fused,shoup,-1
per_packet_warp_rows_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,warp-rows,0,10,50,21.618624,2.526208,2.526390,0.000182,0,0,0,0,0,7,natural,natural,"",34.378880,12667.207516,546.786923,13282529788.103157,fused,shoup,-1
wave_bitmap_warp_rows_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,10,50,25.957537,2.461737,2.461903,0.000166,0,0,0,0,0,7,natural,natural,"",34.357761,12998.951989,509.740544,13630389080.785372,fused,shoup,-1
aggregate_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,21.612576,2.427331,2.427485,0.000155,0,0,0,0,0,7,natural,natural,"",34.770752,13183.205557,544.119059,13823592950.424042,fused,shoup,-1
per_packet_interleaved_rows_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,21.618240,2.522296,2.522446,0.000149,0,0,0,0,0,7,natural,natural,"",20.138144,12686.852608,722.695436,13303129160.464180,fused,shoup,-1
wave_bitmap_interleaved_rows_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,0,10,50,21.604671,2.456597,2.456750,0.000153,0,0,0,0,0,7,natural,natural,"",34.664322,13026.151641,544.907254,13658909982.773006,fused,shoup,-1
per_packet_warp_rows_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,warp-rows,0,10,50,21.604095,2.520310,2.520472,0.000162,0,0,0,0,0,7,natural,natural,"",34.673344,12696.852363,544.238524,13313614663.147713,fused,shoup,-1
wave_bitmap_warp_rows_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,10,50,21.614464,2.448650,2.448778,0.000128,0,0,0,0,0,7,natural,natural,"",34.960735,13068.424809,542.153730,13703236613.019009,fused,shoup,-1
aggregate_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,38.376865,2.428989,2.429119,0.000130,0,0,0,0,0,7,natural,natural,"",31.775328,13174.203174,440.885625,13814153267.333076,fused,shoup,-1
per_packet_interleaved_rows_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,39.134335,2.523197,2.523349,0.000151,0,0,0,0,0,7,natural,natural,"",34.354401,12682.321186,420.986533,13298377619.560019,fused,shoup,-1
wave_bitmap_interleaved_rows_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,interleaved-rows,0,10,50,21.603201,2.460037,2.460192,0.000155,0,0,0,0,0,7,natural,natural,"",34.408066,13007.934470,547.277006,13639807895.212152,fused,shoup,-1
per_packet_warp_rows_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",2,per-packet,warp-rows,0,10,50,21.601568,2.535322,2.535469,0.000148,0,0,0,0,0,7,natural,natural,"",34.481983,12621.672367,545.899269,13234782723.883125,fused,shoup,-1
wave_bitmap_warp_rows_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10-wave-bitmap-warp-rows","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,wave-bitmap,warp-rows,0,10,50,21.609472,2.462310,2.462468,0.000158,0,0,0,0,0,7,natural,natural,"",34.287167,12995.924931,548.330641,13627214980.494938,fused,shoup,-1
aggregate_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",2,per-packet,interleaved-rows,0,10,50,43.192703,5.223362,5.223546,0.000184,0,0,0,0,0,7,natural,natural,"",44.922913,12252.643898,685.672815,12847828328.198584,fused,shoup,-1
per_packet_interleaved_rows_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",16,per-packet,interleaved-rows,0,10,50,43.083454,5.164626,5.164805,0.000180,0,0,0,0,0,7,natural,natural,"",51.193630,12391.992064,643.593116,12993945470.002831,fused,shoup,-1
