trial,variant,scan_data_time,roles,role_mask,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
1,data-time,1,7-11-4,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","1+1+1","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.828512,0.577024,0.577358,0.000334,7,11,4,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.593216,6932.120163,666.805369,7268854831.515846,fused,shoup,-1
1,data-time,2,6-12-4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.832960,0.531081,0.531413,0.000333,6,12,4,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.604768,7531.814233,670.150503,7897679640.925144,fused,shoup,-1
1,data-time,2,6-11-5,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.823680,0.595251,0.595558,0.000306,6,11,5,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.620000,6719.852027,662.368885,7046275558.616707,fused,shoup,-1
1,data-time,2,7-11-4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.830464,0.577877,0.578180,0.000303,7,11,4,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.597312,6921.884117,666.039124,7258121559.838489,fused,shoup,-1
1,data-time,2,6-12-4,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.816832,0.532753,0.533072,0.000319,6,12,4,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.615840,7508.169118,670.530591,7872885941.100097,fused,shoup,-1
1,data-time,2,6-11-5,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.822848,0.629453,0.629754,0.000301,6,11,5,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.623008,6354.726236,658.402740,6663413417.653863,fused,shoup,-1
1,data-time,2,7-11-4,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.819616,0.614673,0.614974,0.000301,7,11,4,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.617344,6507.524944,660.978615,6823634475.674671,fused,shoup,-1
1,data-time,2,6-12-4,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.824064,0.582007,0.582284,0.000276,6,12,4,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.610080,6872.764048,664.876875,7206615434.400554,fused,shoup,-1
1,data-time,2,6-11-5,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.816160,0.683384,0.683659,0.000275,6,11,5,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.614816,5853.228615,654.197719,6137555047.983943,fused,shoup,-1
1,data-time,2,7-11-4,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","2+2+2","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.819648,0.665702,0.665955,0.000253,7,11,4,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.611008,6008.690947,656.129408,6300569118.679430,fused,shoup,-1
1,data-time,4,6-12-4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.813152,0.569481,0.569761,0.000281,6,12,4,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.608192,7023.945035,667.687719,7365140189.019014,fused,shoup,-1
1,data-time,4,6-11-5,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.815360,0.617677,0.617996,0.000319,6,11,5,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.612960,6475.878705,661.594775,6790450988.528014,fused,shoup,-1
1,data-time,4,7-11-4,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.816320,0.595695,0.595996,0.000302,7,11,4,8,2,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.620384,6714.846817,663.086132,7041027215.618171,fused,shoup,-1
1,data-time,4,6-12-4,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.816256,0.573474,0.573754,0.000280,6,12,4,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.618464,6975.031542,665.757447,7313850674.182768,fused,shoup,-1
1,data-time,4,6-11-5,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.819168,0.761719,0.762049,0.000330,6,11,5,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.617344,5251.277120,645.345374,5506363157.716887,fused,shoup,-1
1,data-time,4,7-11-4,6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.820288,0.713557,0.713845,0.000287,7,11,4,8,2,6,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.612288,5605.716574,650.815698,5878019862.804552,fused,shoup,-1
1,data-time,4,6-12-4,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.812736,0.650206,0.650498,0.000292,6,12,4,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.612928,6151.897889,658.341955,6450732481.293183,fused,shoup,-1
1,data-time,4,6-11-5,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.814304,0.825856,0.826171,0.000315,6,11,5,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.609312,4843.459217,640.054051,5078735091.471478,fused,shoup,-1
1,data-time,4,7-11-4,7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final-data-time","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time+appt-online-register-tail-grouped-writer-final-data-time","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,30,2.828096,0.809916,0.810185,0.000270,7,11,4,8,2,7,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",2.611040,4938.785474,640.097116,5178691917.060853,fused,shoup,-1
2,v06,0,9-11,0,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,3,30,2.850560,0.349355,0.349626,0.000271,0,0,0,0,0,7,natural,natural,"",2.614592,11449.681882,687.934540,12005861629.619469,fused,shoup,-1
