trial,variant,scan_threads,scan_units,scan_resident,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
1,warp256_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","4+4","1+1","0+0","0+0","17+13","full-scratch","1",8,0,2,10,10.898496,1.306726,1.307667,0.000941,0,0,0,0,0,7,natural,natural,"",10.136032,12244.338813,716.163914,12839119815.403843,fused,shoup,-1
1,warp256_static_io_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","4+4","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,10.916320,1.981030,1.982179,0.001148,0,0,0,0,0,7,natural,natural,"",10.135904,8076.604721,694.647815,8468933872.255821,fused,shoup,-1
1,warp128_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-static-io-radix2-10x10","experimental",0.000000,"128-point warp prefixes reduce the static-IO register live set before shared completion",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-static-io-radix2+homogeneous-warp128-static-io-radix2","128+128","4+4","4+4","1+1","0+0","0+0","17+13","full-scratch","1",8,0,2,10,10.897472,1.502720,1.503650,0.000930,0,0,0,0,0,7,natural,natural,"",10.137312,10647.359466,709.927762,11164565599.921116,fused,shoup,-1
1,warp64_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp64-static-io-radix2-10x10","experimental",0.000000,"64-point warp prefixes maximize static-IO residency before shared completion",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp64-static-io-radix2+homogeneous-warp64-static-io-radix2","128+128","4+4","4+4","1+1","0+0","0+0","17+13","full-scratch","1",8,0,2,10,10.909216,1.670042,1.671159,0.001117,0,0,0,0,0,7,natural,natural,"",10.133824,9580.599208,704.439848,10045986395.156654,fused,shoup,-1
1,v06,256,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.643648,1.939456,1.940445,0.000989,0,0,0,0,0,7,natural,natural,"",20.174976,8249.736068,365.646752,8650475247.135347,fused,shoup,-1
1,warp1024,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp-radix2-10x10","experimental",0.000000,"eight dependency-closed warp-register subgraphs per persistent CTA role",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp-radix2+homogeneous-warp-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.642143,8.640922,8.641989,0.001068,0,0,0,0,0,7,natural,natural,"",20.175455,1851.654344,317.092139,1941600305.012558,fused,shoup,-1
1,warp256,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-radix2-10x10","experimental",0.000000,"two independent four-warp subgraphs with an eight-stage register prefix",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-radix2+homogeneous-warp256-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.614271,6.819840,6.820868,0.001027,0,0,0,0,0,7,natural,natural,"",20.164064,2346.095948,329.230463,2460059904.512313,fused,shoup,-1
1,warp256,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-radix2-10x10","experimental",0.000000,"two independent four-warp subgraphs with an eight-stage register prefix",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-radix2+homogeneous-warp256-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.609921,5.706138,5.707189,0.001052,0,0,0,0,0,7,natural,natural,"",20.160095,2803.998249,337.011296,2940205268.082146,fused,shoup,-1
1,warp256_static,128,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.623199,3.611443,3.612560,0.001116,0,0,0,0,0,7,natural,natural,"",20.160959,4430.361701,352.457051,4645570951.497116,fused,shoup,-1
1,warp256_static,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.620096,3.533619,3.534582,0.000962,0,0,0,0,0,7,natural,natural,"",20.162176,4527.935290,353.077020,4747884274.625711,fused,shoup,-1
1,warp256_static_io,128,4,2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.617056,2.915635,2.916641,0.001006,0,0,0,0,0,7,natural,natural,"",20.160128,5487.655143,357.999349,5754223478.964369,fused,shoup,-1
1,warp256_static_io,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.618048,2.969805,2.970979,0.001174,0,0,0,0,0,7,natural,natural,"",20.165888,5387.559544,357.512018,5649265636.764282,fused,shoup,-1
1,warp256_static_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","128+128","4+4","2+2","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.633888,3.637555,3.638721,0.001166,0,0,0,0,0,7,natural,natural,"",20.167360,4398.558486,352.121945,4612222862.867325,fused,shoup,-1
1,warp256_static_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-radix2-10x10","experimental",0.000000,"warp256 subgraphs with XOR-swizzled full-sector boundary and final writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-radix2+homogeneous-warp256-static-radix2","256+256","8+8","2+2","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.652960,3.654349,3.655413,0.001064,0,0,0,0,0,7,natural,natural,"",20.167328,4378.344995,351.844483,4591027481.914082,fused,shoup,-1
1,warp256_static_io_half,128,4,3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","128+128","4+4","2+2","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.621471,3.175629,3.176553,0.000924,0,0,0,0,0,7,natural,natural,"",20.160992,5038.372084,355.886989,5283116045.836073,fused,shoup,-1
1,warp256_static_io_half,256,8,1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp256-static-io-radix2-10x10","experimental",0.000000,"warp256 subgraphs with coalesced row-packet input and XOR-swizzled full-sector writers",hierarchical-dataflow,0,named-barrier,0,0,0,1,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","homogeneous-warp256-static-io-radix2+homogeneous-warp256-static-io-radix2","256+256","8+8","2+2","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,21.612608,3.260416,3.261381,0.000965,0,0,0,0,0,7,natural,natural,"",20.160769,4907.349200,355.288753,5145728594.473958,fused,shoup,-1
