label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
aggregate_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,38.494816,2.417971,2.418113,0.000142,0,0,0,0,0,7,natural,natural,"",22.880800,13234.235739,501.617818,13877101974.295843,fused,shoup,-1
online_b32_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,38.326561,2.502431,2.502568,0.000137,0,0,0,0,0,7,natural,natural,"",30.794111,12787.567020,446.783212,13408735875.423246,fused,shoup,-1
online_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,38.906593,2.496717,2.496861,0.000145,0,0,0,0,0,7,natural,natural,"",20.139393,12816.832409,519.964163,13439422859.910185,fused,shoup,-1
v06_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,10,50,38.606655,4.070216,4.070358,0.000142,0,0,0,0,0,7,natural,natural,"",32.076031,7861.991192,428.077029,8243895276.371533,fused,shoup,-1
aggregate_b32_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,38.551296,2.421596,2.421738,0.000141,0,0,0,0,0,7,natural,natural,"",31.346209,13214.423952,442.483376,13856327810.229704,fused,shoup,-1
aggregate_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,38.413246,2.417459,2.417600,0.000141,0,0,0,0,0,7,natural,natural,"",30.998816,13237.038021,445.499282,13880040379.993649,fused,shoup,-1
online_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,38.247040,2.504049,2.504209,0.000160,0,0,0,0,0,7,natural,natural,"",21.951679,12779.304755,510.344299,13400072262.595831,fused,shoup,-1
v06_b32_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,32,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,10,50,38.557983,4.113428,4.113570,0.000142,0,0,0,0,0,7,natural,natural,"",24.755775,7779.399347,474.586016,8157291450.104585,fused,shoup,-1
v06_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,10,50,82.300606,9.202790,9.202934,0.000143,0,0,0,0,0,7,natural,natural,"",40.209087,6954.412541,485.906866,7292230084.759464,fused,shoup,-1
aggregate_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,81.229568,4.927979,4.928145,0.000166,0,0,0,0,0,7,natural,natural,"",40.193630,12987.067093,506.524758,13617926863.957056,fused,shoup,-1
online_b64_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,82.095650,5.106832,5.106986,0.000155,0,0,0,0,0,7,natural,natural,"",40.203522,12532.232435,502.331119,13140998158.073137,fused,shoup,-1
online_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,43.092033,5.137776,5.137952,0.000175,0,0,0,0,0,7,natural,natural,"",44.904415,12456.750806,687.180251,13061849933.550619,fused,shoup,-1
v06_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,10,50,43.096321,9.128469,9.128623,0.000155,0,0,0,0,0,7,natural,natural,"",45.470463,7011.033659,655.098364,7351601629.652985,fused,shoup,-1
aggregate_b64_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,78.903870,4.930581,4.930761,0.000181,0,0,0,0,0,7,natural,natural,"",40.203903,12980.215716,515.969442,13610742674.455959,fused,shoup,-1
aggregate_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+0","0+0","5+15","full-scratch","1",8,0,10,50,65.652672,4.963389,4.963529,0.000140,0,0,0,0,0,7,natural,natural,"",40.199936,12894.414459,577.533945,13520773535.330160,fused,shoup,-1
online_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-packet-shared-radix4-static-io-10x10","experimental",0.000000,"independent 128-thread packets fuse four rows through the resident shared radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-packet-shared-radix4-static-io+homogeneous-warp128-packet-shared-radix4-static-io","128+128","4+4","4+4","1+1","0+0","0+16","0+0","5+15","full-scratch","1",8,0,10,50,82.413567,5.168272,5.168450,0.000179,0,0,0,0,0,7,natural,natural,"",40.197536,12383.250277,500.863306,12984779042.643591,fused,shoup,-1
v06_b64_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,64,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,10,50,77.277794,9.078497,9.078648,0.000151,0,0,0,0,0,7,natural,natural,"",40.194912,7049.625117,505.724154,7392067706.294473,fused,shoup,-1
